name,massif,lat,lon,denivele_positif,exposition,difficulty_ski,url
Aiguille du Midi des Grands : En boucle par le Col de la Croix des Berons et descente glacier des Grands,Mont-Blanc,46.0066,6.9936,1960,N,S3,https://www.camptocamp.org/routes/727150
Cime de la Coste du Col / Monte Viraysse : depuis larche,Queyras,44.4628,6.8666,1160,S,S2,https://www.camptocamp.org/routes/726880
Couloir du Pas de Gonson,Vercors,45.13,5.4922,560,N,S4,https://www.camptocamp.org/routes/1718823
Pic de la Corne : La Lanche aux Veaux,Chablais,46.2514,6.6979,900,NO,S5,https://www.camptocamp.org/routes/1718432
Pointe de Combe Bénite : Face SE,Beaufortain,45.5946,6.6153,1190,S,S3,https://www.camptocamp.org/routes/1718220
Brec de Chambeyron : Vire Jean Coste ,Queyras,44.5293,6.8517,1500,NO,S3,https://www.camptocamp.org/routes/1717410
Aiguille de Bionnassay : Face SW - Élan de cœur ,Mont-Blanc,45.8351,6.816,1320,SO,S3,https://www.camptocamp.org/routes/1716442
Grand Veymont : Versant N - couloir de la raie des fesses (ou de l'avion),Vercors,44.8698,5.5266,1100,N,S4,https://www.camptocamp.org/routes/1714675
Pointe des Trois Communes : Depuis Baisse de Camp d'Argent,Mercantour,44.001,7.4331,600,O,S3,https://www.camptocamp.org/routes/1725053
Les Follys de Lens : Combe N,Chablais,46.2396,6.7572,515,N,S4,https://www.camptocamp.org/routes/1722622
Aiguille de la Bérangère : Couloir W des Têtes de Tré la Tête,Mont-Blanc,45.8003,6.7433,1733,O,S5,https://www.camptocamp.org/routes/707170
Rochers de la Balme : Traversée des Crêtes,Vercors,45.0052,5.5345,1000,O,S2,https://www.camptocamp.org/routes/706685
Pointe de Combe Bénite : Versant SE - Descente SW par la Pesée,Beaufortain,45.5897,6.6082,1400,SE,S3,https://www.camptocamp.org/routes/715145
Passage de la Grande Forclaz : Par la combe de Tré Le Crot et la gorge de l'Arrondine,Aravis,45.9253,6.5344,900,SE,S3,https://www.camptocamp.org/routes/714747
Col de Granon : par le bois de Granon,Thabor,44.9661,6.6419,900,NE,S2,https://www.camptocamp.org/routes/714010
Mont Forchat : Boucle par l'Oratoire des Moises et Très la Paraz,Chablais,46.2738,6.4881,550,O,S3,https://www.camptocamp.org/routes/713338
Grand Charvia : Par les Replattes de l'Aigle,Queyras,44.9184,6.738,850,N,S2,https://www.camptocamp.org/routes/713168
Laus de Cervières > col des Ourdeis > Brunissard (la Draye) > Col de l'Izoard > le Laus,Queyras,44.8364,6.7185,1200,E,S3,https://www.camptocamp.org/routes/712597
Le Pissoir : Couloir du Glacier,Mont-Blanc,46.0069,7.021,1700,NE,S4,https://www.camptocamp.org/routes/1297917
Grand Parpaillon : en circuit par le Crachet et l'Infernet - depuis le col de Vars,Queyras,44.494,6.6517,1985,E,S3,https://www.camptocamp.org/routes/1296059
Mont Chéry : par le Mont Caly,Chablais,46.1693,6.6482,636,S,S1,https://www.camptocamp.org/routes/1254380
Aiguille de l'A Neuve : Couloir E,Mont-Blanc,45.9533,7.0396,2070,E,S5,https://www.camptocamp.org/routes/1211898
Bergerie du Jas Neuf : Jas Neuf SE,Vercors,44.7877,5.5209,210,SO,S3,https://www.camptocamp.org/routes/1211185
Bergerie du Jas Neuf : Jas Neuf ENE,Vercors,44.8014,5.4952,25,NE,S1,https://www.camptocamp.org/routes/1211181
Tête de Charousse : par les chalets de Neuteu,Chablais,46.3473,6.7643,1100,NO,S3,https://www.camptocamp.org/routes/1270335
Cime de la Bercha : Petit Tour d'Auron,Mercantour,44.2363,6.9028,1410,E,S2,https://www.camptocamp.org/routes/1269749
Roche d'Étache : Face E,Thabor,45.1861,6.8576,1400,E,S5,https://www.camptocamp.org/routes/1189122
Col NW du Grand Queyras : Versant NE,Queyras,44.7183,6.951,1345,N,S3,https://www.camptocamp.org/routes/1189039
Col Vieux (d'Abriès) : depuis le Roux d'Abriès,Queyras,44.8338,6.9846,920,O,S2,https://www.camptocamp.org/routes/1189009
Colle Manzol : Traversée Pian della regina - Refuge Granero,Queyras,44.7009,7.1166,1400,N,S2,https://www.camptocamp.org/routes/1188287
La Grosse Tête : Versant E,Belledonne,45.3849,6.2062,1030,E,S3,https://www.camptocamp.org/routes/1186984
Tête de la Boucharde : Depuis Estenc,Mercantour,44.2745,6.7584,750,S,S3,https://www.camptocamp.org/routes/1186447
Tour du Vallaisonnay,Vanoise,45.4779,6.8282,4127,E,S3,https://www.camptocamp.org/routes/1295721
Aiguille du Goûter : Face NE et Couloir N,Mont-Blanc,45.851,6.8312,2560,NE,S4,https://www.camptocamp.org/routes/1293826
Col du Prorel : Traversée S → N,Thabor,44.9343,6.5858,760,N,S3,https://www.camptocamp.org/routes/1278755
Arête des Saix : par  Doran,Aravis,45.9621,6.5841,881,N,S2,https://www.camptocamp.org/routes/1276371
Cima delle Vallette : Da Pian del Frais in traversata con discesa dalla Comba Scura,Queyras,45.0696,6.9934,1250,N,S3,https://www.camptocamp.org/routes/1282722
Monte Borel : Da San Giacomo,Queyras,44.3748,7.1938,1000,S,S2,https://www.camptocamp.org/routes/1279727
Col de Buffère : Versant S,Thabor,44.9786,6.5542,987,S,S3,https://www.camptocamp.org/routes/1182485
Crête de Jambe Route : Tour du Pic de Cros,Queyras,44.7861,6.7106,1300,NE,S4,https://www.camptocamp.org/routes/1182105
Le Grand Miceau :  Face E,Belledonne,45.3724,6.2141,1230,E,S4,https://www.camptocamp.org/routes/1177232
Pic de Maloqueste : Par le Bois de Ségure,Queyras,44.7532,6.9587,1150,NO,S2,https://www.camptocamp.org/routes/1189220
Les Hauts-Forts : Couloir de l'antenne,Chablais,46.1587,6.7668,1150,S,S4,https://www.camptocamp.org/routes/1096822
Dôme des Pichères : Gros glacier,Vanoise,45.4918,6.7983,2000,N,S5,https://www.camptocamp.org/routes/1093421
Le Gros Grenier : Traversée versant SE - Pellard - Pierre Fendue,Grandes-Rousses,45.1543,6.361,1500,SE,S3,https://www.camptocamp.org/routes/1106267
"Passage de la Pissine : Versant E, depuis le refuge de Terre Rouge",Thabor,45.1178,6.5008,650,E,S2,https://www.camptocamp.org/routes/1103599
Du Col de Balme au refuge Albert 1er par les Herbagères,Mont-Blanc,46.0137,6.983,1500,NE,S3,https://www.camptocamp.org/routes/1103112
Col du Midi des Grands : En boucle depuis le Tour,Mont-Blanc,46.0022,7.0062,1450,O,S3,https://www.camptocamp.org/routes/1100576
L'Envers du Mont Joly,Beaufortain,45.8298,6.6974,200,SE,S3,https://www.camptocamp.org/routes/1279162
Col de la case d'Oche : Pas de Darbon : Couloir S,Chablais,46.3149,6.691,1080,S,S4,https://www.camptocamp.org/routes/1278919
Roc d'Enfer : Accès à l'arête entre le sommet E et sommet principal,Chablais,46.1844,6.6228,667,N,S5,https://www.camptocamp.org/routes/1083057
Tête de Glaudon : Épaule E,Mercantour,44.3096,6.7812,710,N,S3,https://www.camptocamp.org/routes/1090706
Pointe de Vorlaz : Couloir SE direct,Chablais,46.1863,6.7749,1200,SE,S5,https://www.camptocamp.org/routes/988647
Pointe du Petit Vallon : Épaule N par la face W,Thabor,45.1726,6.8354,1500,O,S3,https://www.camptocamp.org/routes/988012
Crête des Crocs : Couloir E,Vercors,45.0761,5.6086,200,E,S4,https://www.camptocamp.org/routes/986589
Rochers de Vallorin : Versant S,Belledonne,45.3096,6.2195,1000,N,S4,https://www.camptocamp.org/routes/997968
Traversée entre les refuges de Buffère et du Chardonnet,Thabor,45.0176,6.5481,400,N,S2,https://www.camptocamp.org/routes/995474
Bec de Lachat : Face W,Mont-Blanc,45.9864,6.9572,700,O,S3,https://www.camptocamp.org/routes/1389820
Pic de Panestrel : Couloir E de gauche,Queyras,44.5889,6.796,1250,NE,S5,https://www.camptocamp.org/routes/1285288
Col du Fort : Traversée Combe de la Frèche > Combe de Lachat,Belledonne,45.4054,6.2113,1045,S,S2,https://www.camptocamp.org/routes/1289464
Bric de Rubren : Tour depuis Malajsset,Queyras,44.6203,6.9482,1350,N,S2,https://www.camptocamp.org/routes/1288295
Pointe de la Terrasse :  couloir NE ,Beaufortain,45.6703,6.7247,1600,NE,S5,https://www.camptocamp.org/routes/1288132
Traversée des Aravis S - Charvin au col des Aravis,Aravis,45.8024,6.4202,2800,E,S5,https://www.camptocamp.org/routes/1286569
Grande Roche de Tré la Tête : Couloir des Contaminés ,Mont-Blanc,45.8007,6.7401,1350,NO,S5,https://www.camptocamp.org/routes/1286292
Pointe de Lavouet : Versant W,Beaufortain,45.661,6.506,725,E,S2,https://www.camptocamp.org/routes/1083238
Pointe de la Sitre : A/R par Habert du mousset,Belledonne,45.1836,5.9506,1500,NO,S3,https://www.camptocamp.org/routes/1083150
Pointe du Gargoton : Couloir SW central,Belledonne,45.4206,6.2121,1260,SO,S4,https://www.camptocamp.org/routes/1082263
Monte Vallonetto anticima 2699 : da Pattemouche per il Colle del PIS,Queyras,44.9888,6.9687,1250,O,S4,https://www.camptocamp.org/routes/1081229
Arête des Aiguillettes / Pointe de la Crottaz : couloir N,Chablais,46.3131,6.6447,830,N,S5,https://www.camptocamp.org/routes/1079569
Le Pissoir : Glacier des Pétoudes,Mont-Blanc,46.0006,7.0124,2000,NE,S3,https://www.camptocamp.org/routes/1314083
Grand Roc Noir : Épaule S par Lanserlia ,Vanoise,45.3303,6.8919,1330,E,S3,https://www.camptocamp.org/routes/1313273
Crête des Plagnes : depuis le Collet d'Allevard,Belledonne,45.3834,6.1492,750,S,S3,https://www.camptocamp.org/routes/1371217
Roche de Méaudre : Versant E,Vercors,45.1278,5.4924,630,E,S2,https://www.camptocamp.org/routes/1369728
Pointe Melchior : Par le Pas de la Galline et le vallon froid,Thabor,45.0718,6.6322,1248,S,S3,https://www.camptocamp.org/routes/1360948
Dent de Crolles et Dôme de Bellefont en boucle depuis Perquelin,Chartreuse,45.3081,5.8553,1600,E,S3,https://www.camptocamp.org/routes/1264782
" Contrefort Dômes de la Sache et des Platières, couloir N (couloir Sandro)",Vanoise,45.5109,6.8705,2000,O,S5,https://www.camptocamp.org/routes/1257165
Col du Grand Sauvage : Combe NW,Grandes-Rousses,45.156,6.1676,1100,NO,S4,https://www.camptocamp.org/routes/1166019
Tour horaire de la pointe de Chésery,Chablais,46.2092,6.8076,1000,E,S3,https://www.camptocamp.org/routes/1162550
Aiguille de Terrassin : Directe N le couloir sans issue,Beaufortain,45.671,6.7321,1600,N,S5,https://www.camptocamp.org/routes/1175203
Mont Thabor : par la vallée de la Neuvache depuis Valmeinier,Thabor,45.1145,6.5394,1500,O,S3,https://www.camptocamp.org/routes/1172865
Tête de Jacquette : Versant SW,Queyras,44.6763,6.8248,1100,N,S3,https://www.camptocamp.org/routes/1073340
Sur Gemet : Couloir NW,Chablais,46.2987,6.6542,600,NO,S4,https://www.camptocamp.org/routes/1071498
Lac du Lauzon (Arvieux) :  depuis le Coin ,Queyras,44.7729,6.731,630,O,S3,https://www.camptocamp.org/routes/1490461
Col des Aravis : Crête de Boustera,Aravis,45.8696,6.4634,500,N,S3,https://www.camptocamp.org/routes/1489636
Pointe Gaspard : Par le vallon froid ,Thabor,45.0781,6.6432,1050,NO,S3,https://www.camptocamp.org/routes/1473554
Pointe des Roches : Versant NW par le Glacier des Roches,Vanoise,45.3669,7.0101,800,NO,S3,https://www.camptocamp.org/routes/1470650
La Bastille : Face E,Chartreuse,45.1996,5.7256,278,E,S3,https://www.camptocamp.org/routes/1459405
Ouille de la Jave : Couloir SE,Vanoise,45.394,7.0239,1000,SE,S4,https://www.camptocamp.org/routes/1374623
Tête de Lanchenaire / Lantsenaire : Couloir NNW,Chablais,46.3365,6.7844,1400,NO,S4,https://www.camptocamp.org/routes/1374502
Pointe Ratti : Depuis La Villiaz par le col de la Basse,Chablais,46.1868,6.642,650,S,S3,https://www.camptocamp.org/routes/1374253
Pointe des Ecandies : Couloir NNE,Mont-Blanc,46.0151,7.0395,1350,N,S5,https://www.camptocamp.org/routes/1307920
L'Étale : Injection l’Étale,Aravis,45.8492,6.4493,1000,E,S3,https://www.camptocamp.org/routes/1459060
Le Revard : Versant E,Bauges,45.6795,5.9783,78,E,S2,https://www.camptocamp.org/routes/1457937
Pointe des Grands : Arête NW et face N,Mont-Blanc,46.0032,6.9898,900,N,S4,https://www.camptocamp.org/routes/1423380
Col d'Entrèves : Face SE,Mont-Blanc,45.8408,6.9139,200,SE,S4,https://www.camptocamp.org/routes/1415019
Dôme des Glaciers : Couloir NW de l'Epaule SW,Mont-Blanc,45.7774,6.7897,900,NO,S5,https://www.camptocamp.org/routes/1413057
Pic de la Belle Étoile : Traversée par col du Vouteret ,Belledonne,45.2386,6.045,1300,N,S4,https://www.camptocamp.org/routes/1412105
Col de Longet (Haute Ubaye) : Versant Italien,Queyras,44.6457,6.9656,900,NE,S3,https://www.camptocamp.org/routes/1492345
Pointe des Marcelettes : l'Automnière- couloir N,Queyras,44.6863,6.862,900,N,S3,https://www.camptocamp.org/routes/1394516
Pointe de la Pierre : Couloir NW,Belledonne,45.357,6.1995,1880,NO,S5,https://www.camptocamp.org/routes/1393102
Pointe Yeld : Traversée W → NE,Mont-Blanc,45.8658,6.9436,350,NE,S4,https://www.camptocamp.org/routes/1390280
Dent du Géant : Face S,Mont-Blanc,45.8617,6.9514,550,S,S4,https://www.camptocamp.org/routes/1307441
Mont Malinvern : Fly high again,Mercantour,44.1986,7.1888,1500,N,S5,https://www.camptocamp.org/routes/1305659
Col des Fours :  depuis Bonneval sur Arc,Vanoise,45.3934,7.0069,1300,S,S2,https://www.camptocamp.org/routes/1299369
Mont Malinvern : Grand Tour Vermeil-Portettes,Mercantour,44.1822,7.2048,2000,N,S3,https://www.camptocamp.org/routes/1312638
"Combe de Bella Cha, Point 2390 m : Col minimal",Aravis,45.9024,6.5064,1030,NO,S3,https://www.camptocamp.org/routes/1309071
Croix de Fer : Couloir W,Mont-Blanc,46.0494,6.9786,1050,O,S5,https://www.camptocamp.org/routes/1385252
Traversée Plan de la Lai - les Granges (Hauteluce) par le Col de la Sauce et les Rochers des Enclaves,Beaufortain,45.7118,6.6947,1300,N,S3,https://www.camptocamp.org/routes/1384923
Contrefort E du col de Tardevant : Circuit de la croix des Frettes,Aravis,45.8362,6.4514,1900,E,S4,https://www.camptocamp.org/routes/1384388
Pointe Ronde : Arête NW et couloir E,Mont-Blanc,46.0391,7.0235,1128,O,S4,https://www.camptocamp.org/routes/1382919
Brèche N du Mouchillon : Couloir E,Belledonne,45.2674,6.0911,900,E,S4,https://www.camptocamp.org/routes/1381700
Haut de Marlens : Versant NW ,Aravis,45.8066,6.4096,680,E,S3,https://www.camptocamp.org/routes/1396284
Haut de Marlens : Versant W,Aravis,45.8066,6.4096,270,E,S3,https://www.camptocamp.org/routes/1395104
"Rochers du Parquet - Peyre Rouge : Couloir en Y, branche méridionnale E/SE",Vercors,44.8388,5.5299,970,E,S5,https://www.camptocamp.org/routes/1394550
"Les Hauts-Forts : Point 2224 - Couloir SSE ""Poil aux Chiens"" ",Chablais,46.1685,6.7777,1200,SE,S5,https://www.camptocamp.org/routes/1401029
Col de Chaude Maison :  Traversée W → N,Queyras,44.8412,6.7745,1085,O,S3,https://www.camptocamp.org/routes/1399954
Le Revard : couloir du téléphérique,Bauges,45.6832,5.9723,880,O,S5,https://www.camptocamp.org/routes/1410082
Ciarmetta : Selle 2550 m versant S,Queyras,44.5099,6.9631,1030,S,S2,https://www.camptocamp.org/routes/980166
Cugno dell'Alpet : da Alpe Colombino con discesa dalla SE e ritorno,Queyras,45.0025,7.2465,1200,E,S4,https://www.camptocamp.org/routes/979048
Refuge du Goléon : Par le lac du Pontet et l'Aiguillon,Grandes-Rousses,45.056,6.3298,1000,S,S3,https://www.camptocamp.org/routes/977482
Col de la Vache : Versant E,Belledonne,45.232,6.0669,1300,S,S4,https://www.camptocamp.org/routes/960227
Rocher de Cerdosse : Couloir NE,Beaufortain,45.627,6.6584,1026,NE,S4,https://www.camptocamp.org/routes/958816
Cime des Torches ou Grand Agnelin : Boucle Petit Agnelin - Chanin,Grandes-Rousses,45.1511,6.2503,1600,NE,S3,https://www.camptocamp.org/routes/1509743
Aiguille Large de Mary : Vallon de Mary -> Couloir des Militaires,Queyras,44.5738,6.8532,900,E,S4,https://www.camptocamp.org/routes/1525704
Pointe de Chombas : Versant N de la brèche NE de Chombas,Aravis,45.949,6.5461,1000,N,S3,https://www.camptocamp.org/routes/1524893
Le Roignais : Couloir SE ,Beaufortain,45.643,6.6886,1730,SE,S5,https://www.camptocamp.org/routes/1524387
Pointe Salvador : et grand Tour d'Argentière,Grandes-Rousses,45.1164,6.3397,3000,E,S4,https://www.camptocamp.org/routes/1520302
Col de la Charrat : Versant E,Grandes-Rousses,45.0745,6.3838,1200,E,S3,https://www.camptocamp.org/routes/1520299
Roc du Château d'Oche : Rampe de Darbon,Chablais,46.347,6.7441,1100,E,S4,https://www.camptocamp.org/routes/1403120
Antécime de la Lause 2720 : Couloir NW,Mercantour,44.1876,7.2009,1300,NO,S5,https://www.camptocamp.org/routes/1401887
Col de Coux : Depuis l'Érigné,Chablais,46.1496,6.7714,720,O,S1,https://www.camptocamp.org/routes/973292
Le Gerbier : Face NW,Mercantour,44.3752,6.8058,1170,NO,S3,https://www.camptocamp.org/routes/973244
Passo di Lausa Bruna : Par le vallon de Binec,Mercantour,44.2813,7.1099,1250,N,S3,https://www.camptocamp.org/routes/976044
Pointe des Adrets : Par le versant E,Grandes-Rousses,45.1435,6.4045,870,E,S3,https://www.camptocamp.org/routes/975068
Colletto Pan Perdù : Traversée Malinvern - Livio Bianco,Mercantour,44.2316,7.2195,1200,E,S3,https://www.camptocamp.org/routes/1518242
Pré Charvin : Couloirs N,Belledonne,45.3948,6.2091,1150,NE,S5,https://www.camptocamp.org/routes/1513489
Petit Clocher des Planereuses : Couloir NE «  Le Big crack de Saleinaz »,Mont-Blanc,45.9787,7.077,1450,NE,S5,https://www.camptocamp.org/routes/1512373
Château Queyras : Haute route des Escartons,Queyras,44.8361,6.7218,3165,S,S1,https://www.camptocamp.org/routes/1510627
Costa Rouit : Da Bessen Bas,Queyras,44.9249,6.9338,1200,S,S3,https://www.camptocamp.org/routes/1373595
Mont Charvet (Aravis) : Couloir E,Aravis,45.9425,6.5389,1600,E,S4,https://www.camptocamp.org/routes/1380899
Saix de Mens : Par les chalets de Mens,Chablais,46.3251,6.7655,640,S,S3,https://www.camptocamp.org/routes/1377348
Pointe de Vouerca : Versant S,Chablais,46.2303,6.8169,820,S,S3,https://www.camptocamp.org/routes/1065252
Couloir Barrioz de Saint Sorlin d'Arves,Grandes-Rousses,45.2136,6.1902,800,NE,S3,https://www.camptocamp.org/routes/1037821
Peyre-Niere : versant NW depuis Aiguille,Queyras,44.7558,6.9003,1625,N,S4,https://www.camptocamp.org/routes/1069613
Refuge de la Coire >> Refuge de Balme par le Mont Coin et le Passeur de Mintaz,Beaufortain,45.6298,6.6377,837,E,S3,https://www.camptocamp.org/routes/1067025
Raids dans le Beaufortain : Traversée S > N De Granier à Notre-Dame de la Gorge,Beaufortain,45.6706,6.6933,3560,E,S4,https://www.camptocamp.org/routes/974006
Colle di Ciaslaras : Traversée du Refuge Campo Base à Maljasset,Queyras,44.5479,6.8792,1700,N,S3,https://www.camptocamp.org/routes/972167
Pointe Fine : Boucle vallon de Bachasse > Versant E,Queyras,44.4376,6.7067,1100,E,S4,https://www.camptocamp.org/routes/971467
L'Arpillon : Versant N,Queyras,44.4644,6.706,1000,E,S3,https://www.camptocamp.org/routes/971321
Du col du Palet au vallon de la Sache,Vanoise,45.4564,6.8808,700,E,S2,https://www.camptocamp.org/routes/875370
Col de la Sana : En traversée du vallon de la Lesse au vallon du Manchet,Vanoise,45.4277,6.908,430,E,S3,https://www.camptocamp.org/routes/875366
Roche d'Étache : En traversée NW > N,Thabor,45.1962,6.848,1420,NO,S4,https://www.camptocamp.org/routes/884089
Mont Chaberton : Tour de la pointe des Trois Scies,Thabor,44.9613,6.737,1850,NO,S4,https://www.camptocamp.org/routes/882935
Pointe de Chésery : Face S,Chablais,46.2163,6.783,1150,S,S4,https://www.camptocamp.org/routes/880797
Cima Dormillouse : Couloir N 2944,Queyras,44.868,6.83,1400,N,S3,https://www.camptocamp.org/routes/1498647
Pointe de Bellevue : depuis Troistorrents (Croix-du-Nant),Chablais,46.2407,6.9075,1333,SE,S2,https://www.camptocamp.org/routes/1498226
La Foilleuse / Pointe de Savolaire :  depuis Troistorrent par l'alpage de Savolaire,Chablais,46.2301,6.884,1053,E,S2,https://www.camptocamp.org/routes/1498147
Crête de Dormillouse : Versant N,Queyras,44.8727,6.8254,1525,N,S2,https://www.camptocamp.org/routes/1497932
Roc de Tovière : Par la piste de ski de rando,Vanoise,45.4658,6.9478,552,E,S3,https://www.camptocamp.org/routes/1506345
Pointe Ronde : Face SSW et couloir des Arolles,Mont-Blanc,46.0305,7.0168,1173,S,S4,https://www.camptocamp.org/routes/1503409
Pointe de Ressachaux : Les Fangles,Chablais,46.177,6.7428,1100,N,S5,https://www.camptocamp.org/routes/969450
Sex du Palatieu : Versant S,Chablais,46.3255,6.8294,600,E,S4,https://www.camptocamp.org/routes/968291
Trélod : Pop ,Bauges,45.6889,6.2002,1200,E,S3,https://www.camptocamp.org/routes/1575846
Pointe des Arses : Versant SW,Vanoise,45.3979,7.0624,1350,SO,S3,https://www.camptocamp.org/routes/1605842
Dôme de la Girotte : Voie normale par la Montaz et la Commanderie,Beaufortain,45.7597,6.6387,776,O,S1,https://www.camptocamp.org/routes/1604229
Crête de Mouchillon : Sommet NW - Couloir E,Belledonne,45.256,6.096,1310,E,S4,https://www.camptocamp.org/routes/1604198
Crête de Mouchillon : Versant W,Belledonne,45.2558,6.0911,1530,N,S3,https://www.camptocamp.org/routes/1604145
Pointe de Rouellettaz : Crête des Annes,Aravis,45.9647,6.5272,1000,N,S3,https://www.camptocamp.org/routes/1601592
Roche Courbe : da Bousson,Queyras,44.9188,6.8114,610,N,S2,https://www.camptocamp.org/routes/1499812
"Le Châtelet : Antécime W, couloir SW",Mont-Blanc,45.995,7.0909,1315,SO,S5,https://www.camptocamp.org/routes/1499472
Col Blanchet : Depuis le refuge de la Blanche,Queyras,44.6603,6.9544,400,NO,S2,https://www.camptocamp.org/routes/967838
Les Grands Moulins : Couloir de la première.,Belledonne,45.406,6.1938,1300,O,S5,https://www.camptocamp.org/routes/966203
Pic du Lauzun (pointe 2776) : Versant E,Vanoise,45.2803,6.5522,600,E,S4,https://www.camptocamp.org/routes/1598698
Grand Som : Face W,Chartreuse,45.3704,5.8119,1100,O,S5,https://www.camptocamp.org/routes/1598360
Cime de Caron : Versant SE,Vanoise,45.2601,6.5609,2300,S,S3,https://www.camptocamp.org/routes/1597505
Col de l'Évêque  : Versant W,Belledonne,45.2447,6.0466,800,O,S4,https://www.camptocamp.org/routes/1593749
Télésiège de la Breya - Grands Plans : par la combe de la Breya,Mont-Blanc,46.0303,7.0988,700,N,S3,https://www.camptocamp.org/routes/1593582
Monte Matto - Cime E : Traversée Livio Bianco -> Valasco par le val Cabrera,Mercantour,44.2264,7.2563,1400,S,S4,https://www.camptocamp.org/routes/1589605
Aiguille Rousse : Couloir NE en boucle,Grandes-Rousses,45.1976,6.1807,800,NE,S4,https://www.camptocamp.org/routes/1541136
Pointe Occidentale de l'Épéna : Couloir SE de gauche,Vanoise,45.3961,6.7763,1800,SE,S5,https://www.camptocamp.org/routes/946195
Pointe du Haut Fleury : Traversée Pointe de Véran > Pointe de Perret,Chablais,46.1469,6.5649,640,E,S2,https://www.camptocamp.org/routes/945222
Plaine de Darbounousse : De Bois Barbu,Vercors,44.9838,5.4674,744,E,S2,https://www.camptocamp.org/routes/913946
"Aiguille de Polset : Boucle par le col de Thorens et le glacier de Gebroulaz, retour par le col du Borgne",Vanoise,45.2847,6.6212,1500,N,S3,https://www.camptocamp.org/routes/886067
Tête du Géant : Face S,Chablais,46.2256,6.8029,1000,S,S5,https://www.camptocamp.org/routes/958506
Le Pain de Sucre : Couloir N,Chablais,46.1929,6.6355,840,N,S5,https://www.camptocamp.org/routes/953954
La Riondaz : Depuis la Savatte,Aravis,45.8129,6.3946,500,O,S1,https://www.camptocamp.org/routes/862720
"Tête N des Bresses : Couloir N ""Zen""",Mercantour,44.174,7.2452,2000,E,S5,https://www.camptocamp.org/routes/1535504
Roche de l'Abisse : Couloir N,Mercantour,44.1434,7.5041,1375,N,S5,https://www.camptocamp.org/routes/1535175
"Monte Carbone : Versant NE, par le Vallone Lavassè",Mercantour,44.1602,7.4302,1700,N,S3,https://www.camptocamp.org/routes/1535151
"La Mitre : Couloir SE ""secoue bidou""",Thabor,45.1249,6.4471,450,SE,S5,https://www.camptocamp.org/routes/1531243
Pointe de Claret et Aiguille de Méan Martin depuis la Femma,Vanoise,45.342,6.9711,1500,NO,S3,https://www.camptocamp.org/routes/1525817
Pointe de Friolin :  Couloir des crasses du moulin ,Vanoise,45.5135,6.7641,1400,E,S5,https://www.camptocamp.org/routes/1562968
"Col S de Bellecôte, traversée E -> W",Vanoise,45.4631,6.7921,1216,S,S3,https://www.camptocamp.org/routes/1551306
Col de la Roche Noire :  traversée SE -> NW,Vanoise,45.4313,6.8138,901,S,S3,https://www.camptocamp.org/routes/1551296
Petite Pointe d'Orny : Couloir NW par le Col des Chamois,Mont-Blanc,46.006,7.0375,1500,N,S5,https://www.camptocamp.org/routes/1626461
Cima d'Orgials : Versant E par le Pas du Loup,Mercantour,44.2184,7.1734,1500,S,S4,https://www.camptocamp.org/routes/1625890
Aiguille d'Argentière : Stratonsphérique ,Mont-Blanc,45.9596,7.0151,2050,SO,S3,https://www.camptocamp.org/routes/1625099
Dent du Loup : Couloir NW,Chablais,46.342,6.7801,1271,NO,S5,https://www.camptocamp.org/routes/1624107
Someceon du Dru : Couloir SE,Mont-Blanc,46.0228,7.0401,1223,SE,S4,https://www.camptocamp.org/routes/1622852
Quota 2663 San Giacomo : Da Bessen Haut e traversata a Sestriere,Queyras,44.9366,6.9056,800,N,S4,https://www.camptocamp.org/routes/1622661
Baraque forestière des Rognes : Par la moraine de Bionnassay et Désert de Pierre Ronde,Mont-Blanc,45.8634,6.8093,1400,NO,S3,https://www.camptocamp.org/routes/1622535
Refuge de Plan Glacier : Par les Chalets de Miage,Mont-Blanc,45.8323,6.7965,1700,O,S3,https://www.camptocamp.org/routes/1622459
Col du Chardonnet S (Cerces) : Depuis le Pont de l'Alpe,Thabor,45.0274,6.4798,700,O,S2,https://www.camptocamp.org/routes/880720
Cimes de la Cochette : Grand Couloir N Coudé de la Cime 3241m,Grandes-Rousses,45.17,6.1489,1860,N,S3,https://www.camptocamp.org/routes/1621788
Aiguille du Fruit : Face W ,Vanoise,45.354,6.6329,930,O,S5,https://www.camptocamp.org/routes/1621260
Montagne Pellat : face W,Queyras,44.5152,6.6353,1007,O,S5,https://www.camptocamp.org/routes/1621010
Le Ferrouillet : Couloir N suspendu ,Belledonne,45.2067,5.9971,1200,N,S3,https://www.camptocamp.org/routes/1620517
Tête de Colombe :  face NE depuis le Pont de l'Alpe,Thabor,45.0505,6.453,1350,NE,S3,https://www.camptocamp.org/routes/1620310
Pointe SW du Châtelard : Couloir S,Vanoise,45.3318,6.955,1170,S,S4,https://www.camptocamp.org/routes/1618667
Roc de Burel : Couloir S,Vanoise,45.3169,6.9148,1425,S,S4,https://www.camptocamp.org/routes/1618656
Cheval Blanc : Tour,Thabor,45.1349,6.5727,1017,E,S2,https://www.camptocamp.org/routes/869615
Col des Muandes : Refuge des Drayères >> Refuge Terzo Alpini,Thabor,45.0907,6.5674,704,SE,S2,https://www.camptocamp.org/routes/869215
Sommet de Bellecôte : couloir Valençant face N de Bellecôte,Vanoise,45.491,6.7483,2700,N,S4,https://www.camptocamp.org/routes/867729
