name,massif,lat,lon,denivele_positif,exposition,difficulty_ski,url
"Pointe de Bazel, par le col de Rhêmes-Calabre",Alpes Grées N,45.4506,7.01144,1650,T,3.1,https://skitour.fr/topos/677
"Dent de Morcles, Voie Normale",Alpes Vaudoises,46.2028,7.16117,1550,SE,2.3,https://skitour.fr/topos/676
"Pointes du Châtelard, traversée NE &gt; NW",Vanoise,45.4392,6.9747,2950,T,3.2,https://skitour.fr/topos/675
"Grand Pic de Belledonne, tour horaire, depuis Allemont",Belledonne,45.1306,6.01986,1900,T,3.1,https://skitour.fr/topos/674
"Sommet Colomb, Combe N",Belledonne,45.2327,5.98874,1520,NW,3.2,https://skitour.fr/topos/672
"La Coupa, versant Nord",Ecrins,44.6628,6.3179,1030,N,3.1,https://skitour.fr/topos/669
"Grande Casse, Traversée Petite face Nord -&gt; Grands Couloirs",Vanoise,45.3811,6.7352,2250,T,4.2,https://skitour.fr/topos/667
"Mont Thabor, Sud",Cerces - Thabor - Mont Cenis,45.07,6.6235,1413,S,2.2,https://skitour.fr/topos/666
"Col de la Mariande, Versant Nord",Ecrins,44.9396,6.19116,1700,NE,2.3,https://skitour.fr/topos/665
"Col de la Glière, couloir Nord",Vanoise,45.459,6.7442,1800,N,5.1,https://skitour.fr/topos/664
"Col de la Grande Casse, Versant Ouest",Vanoise,45.3811,6.7352,1652,W,2.2,https://skitour.fr/topos/662
"Pointe du Creux Noir, Glacier de la Patinoire",Vanoise,45.3811,6.7352,1510,T,3.2,https://skitour.fr/topos/661
"Ouille d'Arbéron, versant NO",Alpes Grées S,45.329,7.011,1700,NW,3.2,https://skitour.fr/topos/660
"Col du Villonet, par le vallon du Merlet",Belledonne,45.3162,6.25053,1420,N,2.3,https://skitour.fr/topos/657
"Pic des Cabottes, Versant Nord-Ouest",Belledonne,45.2703,6.05497,1300,NW,4.1,https://skitour.fr/topos/656
"Pointe d'Areu (Pte des Arbennes), Normale depuis Romme",Bornes - Aravis,46.0296,6.5727,1400,N,2.2,https://skitour.fr/topos/652
"Aiguilles du Bouchet de Serraval, Arête Nord-Ouest",Bornes - Aravis,45.8028,6.385,850,NW,4.2,https://skitour.fr/topos/651
"Selle du Puy Gris, par les Roches",Belledonne,45.2904,6.21708,1650,E,2.2,https://skitour.fr/topos/650
"Col de la Valloire, versant SW",Belledonne,45.297,6.07915,1753,SW,2.2,https://skitour.fr/topos/648
"Tête de l'Aupet, vallon de Truchière",Devoluy,44.7203,5.8807,1480,E,3.1,https://skitour.fr/topos/647
"Col du Rasoir, Passage de la chèvre",Bornes - Aravis,46.0237,6.479,1010,NW,2.2,https://skitour.fr/topos/645
"Pic du Frêne, Face nord",Belledonne,45.4137,6.1461,2000,N,5.2,https://skitour.fr/topos/644
"Dent Parrachée, Sud-est",Vanoise,45.244,6.7809,2200,SE,4.3,https://skitour.fr/topos/641
"Dôme de Vouteret, Face Sud-Ouest",Belledonne,45.2032,6.04034,1410,T,4.1,https://skitour.fr/topos/640
"Soeur Sophie, Couloir SE du col des 2 Soeurs",Vercors,44.99,5.595,1010,SE,4.2,https://skitour.fr/topos/639
"Col des Verts, Versant Sud",Bornes - Aravis,45.9578,6.61,1830,SE,4.1,https://skitour.fr/topos/637
"Tête de Barbalon, Boucle Ouest",Taillefer - Matheysine,44.9834,5.8942,1180,SW,3.2,https://skitour.fr/topos/636
"Grands Moulins, Face Nord-Est",Belledonne,45.4308,6.18167,1650,NE,4.1,https://skitour.fr/topos/635
"Roche Parnal, par le col du Freu",Bornes - Aravis,46.022,6.382,1121,T,3.1,https://skitour.fr/topos/634
"L'Etale, Coillu à Bordel",Bornes - Aravis,45.8518,6.4118,1010,N,4.2,https://skitour.fr/topos/632
"La Rosière, couloir NE en boucle",Taillefer - Matheysine,44.9617,5.8749,2100,NE,5.1,https://skitour.fr/topos/631
"Pas de Rocheplane, Versant Est",Chartreuse,45.3115,5.8788,900,E,4.1,https://skitour.fr/topos/629
"Grand Replomb, Face Nord-Est",Belledonne,45.2327,5.98874,1260,NE,4.2,https://skitour.fr/topos/628
"Piquet de Nantes, Combe Ouest",Taillefer - Matheysine,44.9615,5.8229,860,W,3.1,https://skitour.fr/topos/627
"Aiguille de Borderan, combe de Borderan",Bornes - Aravis,45.879,6.4511,1112,NW,3.2,https://skitour.fr/topos/624
"Col de la Glière, Versant Sud",Vanoise,45.3811,6.7352,1518,S,3.1,https://skitour.fr/topos/623
"Brêche de Vallorin, couloir N, en boucle depuis le Merlet",Belledonne,45.3162,6.25053,1650,N,4.2,https://skitour.fr/topos/621
"Col du Vallon, Face NO",Ecrins,44.9883,6.07741,1540,NW,4.1,https://skitour.fr/topos/619
"Col des Tufs, Pentes nord-ouest",Mont Blanc,45.796,6.71743,1451,NW,3.2,https://skitour.fr/topos/615
"Trelod, couloir N en boucle",Bauges,45.692,6.1711,1600,N,4.2,https://skitour.fr/topos/614
"Charmant Som, En boucle par couloir NO et Bergerie",Chartreuse,45.3117,5.77242,1380,T,3.3,https://skitour.fr/topos/613
"Tête des Chaudières, le Goulot",Vercors,44.9771,5.5589,980,SE,5.2,https://skitour.fr/topos/612
"Col des Chasseurs, Couloir Nord",Beaufortain,45.7921,6.7157,1320,N,3.2,https://skitour.fr/topos/611
"Petit Parpaillon, par vallon Pellat",Ubaye - Parpaillon - Alpes Cozie S,44.5478,6.62473,1500,N,2.1,https://skitour.fr/topos/610
"Orionde, Combe NE",Belledonne,45.2327,5.98874,950,E,2.1,https://skitour.fr/topos/609
"Ouille Allegra, sud ouest",Alpes Grées S,45.315,6.9951,1393,SW,2.2,https://skitour.fr/topos/607
"Aiguille d'Orcières, face Nord",Ecrins,44.6718,6.3242,1300,N,3.1,https://skitour.fr/topos/599
"Crête de Brouffier, Normale W",Taillefer - Matheysine,45.0323,5.8576,1000,NW,2.1,https://skitour.fr/topos/597
"Bec Charvet, en boucle depuis le col du Coq",Chartreuse,45.2965,5.84543,1550,T,3.2,https://skitour.fr/topos/596
"Petit Bargy, Malatrait",Bornes - Aravis,46.0062,6.5151,820,SE,2.3,https://skitour.fr/topos/594
"Crête des Aigaux, Traversée E-&gt;W-&gt;E",Vercors,45.1609,5.5992,1040,T,2.2,https://skitour.fr/topos/592
"Ouille du midi, Face Sud Ouest",Alpes Grées S,45.3738,7.0528,1240,SW,3.1,https://skitour.fr/topos/591
"Albaron, Par le glacier du Grand Fond",Alpes Grées S,45.329,7.011,1900,SW,3.1,https://skitour.fr/topos/590
"Grand Roc noir, Versant SE",Vanoise,45.2997,6.9359,1900,SE,4.1,https://skitour.fr/topos/589
"Pointe de Ronce, Nord Ouest",Alpes Grées S,45.2895,6.9148,2132,NW,3.2,https://skitour.fr/topos/588
"Pointe de Combe Bénite, Traversée S-N",Beaufortain,45.5805,6.6526,1185,N,4.1,https://skitour.fr/topos/585
"Pointe de Ressachaux, Croupe Ouest",Chablais - Faucigny,46.18,6.7165,1159,W,3.1,https://skitour.fr/topos/584
"Sommet de Malaval, Couloir Barré",Vercors,44.9339,5.5449,1000,E,5.1,https://skitour.fr/topos/582
"Taillefer, par la combe de l'Emay",Taillefer - Matheysine,45.0101,5.89431,1750,S,3.2,https://skitour.fr/topos/578
"Pointe des Sarrasins, Combe Sud",Cerces - Thabor - Mont Cenis,45.1704,6.6515,1360,SW,3.1,https://skitour.fr/topos/576
"Roc d'Arguille, Par le Col des Ayes",Chartreuse,45.2965,5.84543,560,SE,2.2,https://skitour.fr/topos/575
"Mont Thabor, Traversée W-&gt;SE, par le Col du Thabor",Cerces - Thabor - Mont Cenis,45.1704,6.6515,1800,N,3.1,https://skitour.fr/topos/574
"Rochers de la Balme, normale",Vercors,45.0239,5.5174,913,W,2.1,https://skitour.fr/topos/572
"Pic du lac de Combeynot, Couloir Nord",Ecrins,45.0108,6.466,1460,N,4.2,https://skitour.fr/topos/571
"Les Crocs, versant Ouest",Vercors,45.0821,5.5829,900,W,4.1,https://skitour.fr/topos/569
"Dôme de Bellefont, Face SO",Chartreuse,45.331,5.84759,1000,SW,3.1,https://skitour.fr/topos/567
"Roc Rouge, De St François Longchamp",Lauzière - Cheval Noir,45.423,6.3596,750,SE,3.2,https://skitour.fr/topos/565
"Arête de Tricot brèche 2765m, Couloir de la Chèvre",Mont Blanc,45.8231,6.7351,1950,SW,3.1,https://skitour.fr/topos/563
"Col de Font-Froide, Depuis Molines",Ecrins,44.7471,6.1226,1400,W,2.2,https://skitour.fr/topos/558
"Le Moucherotte, Couloir Sud-Ouest",Vercors,45.1528,5.6203,790,SW,3.1,https://skitour.fr/topos/553
"Crête d'Ane, Tour de la Crête d'Ane",Devoluy,44.6614,5.93845,619,T,2.1,https://skitour.fr/topos/548
"Tête d'Oriol, versant Est",Devoluy,44.7203,5.8807,1130,E,2.1,https://skitour.fr/topos/546
"Roche Parstire, Depuis Boudin",Beaufortain,45.6861,6.5802,800,T,2.1,https://skitour.fr/topos/545
"Charande, Versant E",Vercors,45.1761,5.6179,852,E,2.1,https://skitour.fr/topos/541
"Pic Nord de la Font Sancte, traversée Couloir en Banane &gt; Combe Ouest",Queyras - Alpes Cozie N,44.6237,6.80815,1420,T,4.3,https://skitour.fr/topos/540
"Monts Jovet, Versant S",Mont Blanc,45.796,6.71743,1268,T,1.3,https://skitour.fr/topos/539
"Pointe Sud de la Vénasque, par la combe SE",Ecrins,44.6867,6.2338,1050,SE,2.3,https://skitour.fr/topos/538
"Font Sancte, épaule Est, couloir nord",Queyras - Alpes Cozie N,44.6237,6.80815,860,N,5.2,https://skitour.fr/topos/536
"Le Grand Arc, Versant Sud",Lauzière - Cheval Noir,45.5387,6.3727,1204,S,2.3,https://skitour.fr/topos/532
"Pointe de la Porte d'Eglise, Couloir Nord",Belledonne,45.3358,6.11992,1715,N,4.2,https://skitour.fr/topos/531
"Mont Charvin, Face NE en boucle",Bornes - Aravis,45.8028,6.385,1230,NE,4.3,https://skitour.fr/topos/530
"Roche Rousse, Face Est",Belledonne,45.1779,6.03655,1750,E,3.3,https://skitour.fr/topos/528
"La Grande Moucherolle, versant Sud",Vercors,44.9771,5.5589,1230,S,5.2,https://skitour.fr/topos/527
"Col des Verts, Par le Val du Bouchet",Bornes - Aravis,45.9428,6.5003,1400,W,3.1,https://skitour.fr/topos/526
"Mont Vorassay, Face Sud par le Col de Truc",Mont Blanc,45.8231,6.7351,1500,S,3.2,https://skitour.fr/topos/525
"Pic de Jallouvre, tour par le lac de Lessy",Bornes - Aravis,45.9763,6.4559,1300,T,3.2,https://skitour.fr/topos/524
"Roche Plane, Versant Est",Beaufortain,45.6956,6.55506,1010,E,2.2,https://skitour.fr/topos/522
"Col du Tépey, Combe du Tepey",Belledonne,45.2831,6.21008,1514,E,2.2,https://skitour.fr/topos/521
"Pierra Menta, Brèche nord en boucle W&gt;E",Beaufortain,45.6756,6.5784,1560,T,3.1,https://skitour.fr/topos/520
"Col de la Combe Madame, Versant N depuis la Martinette",Belledonne,45.2825,6.07454,1600,NW,2.1,https://skitour.fr/topos/518
"Col de Morétan, Par le refuge de l'Oule",Belledonne,45.3358,6.11992,1408,T,2.3,https://skitour.fr/topos/517
"Pointe de Bellegarde, Par la Boîte aux Lettres",Haut Giffre - Aiguilles Rouges,46.0608,6.786,1696,SW,3.3,https://skitour.fr/topos/514
"Col du Gleysin, par le refuge de l'Oule",Belledonne,45.3358,6.11992,1490,W,2.3,https://skitour.fr/topos/513
"Tours du Playnet, Couloir E du Pas Morta",Vercors,44.9581,5.5497,970,E,4.1,https://skitour.fr/topos/510
"Pas du Pin, Couloir Est en traversée",Belledonne,45.2327,5.98874,1570,E,4.2,https://skitour.fr/topos/509
"Pécloz, Couloir Sud-Ouest en boucle",Bauges,45.6385,6.19243,1400,T,4.1,https://skitour.fr/topos/508
"Pointe de Sans Bet, arête Ouest",Haut Giffre - Aiguilles Rouges,46.0608,6.786,1422,W,2.3,https://skitour.fr/topos/507
"Epaule du Cornafion, Combe Sud-Ouest",Vercors,45.0678,5.568,850,SW,2.2,https://skitour.fr/topos/506
"Brèche du Casset, Couloir Nord (petit Davin)",Ecrins,44.9874,6.4816,1300,N,4.3,https://skitour.fr/topos/504
"Mont Brequin, Versant Ouest",Vanoise,45.2513,6.4721,1800,W,2.3,https://skitour.fr/topos/503
"Pas de la Rousse, Couloir Est en boucle",Chartreuse,45.4074,5.9454,980,E,5.1,https://skitour.fr/topos/502
"Pas de la Posterle, Versant Est",Vercors,44.8924,5.548,730,E,3.2,https://skitour.fr/topos/497
"Tête Noire, Par la forêt de l'Orgère",Vanoise,45.2159,6.69501,1470,E,2.2,https://skitour.fr/topos/496
"Aulp du Seuil, Couloir en Virgule en boucle",Chartreuse,45.3559,5.9188,800,NE,4.1,https://skitour.fr/topos/495
"Pravouta (Dôme d'Arguille), Combe SW, depuis Perquelin",Chartreuse,45.331,5.84759,932,E,2.2,https://skitour.fr/topos/493
"Sur Cou, Face Est",Bornes - Aravis,46.022,6.382,1034,E,2.1,https://skitour.fr/topos/491
"Pic de Bacanère, normale",Luchon - Posets - Maladeta,42.8299,0.619354,969,W,2.1,https://skitour.fr/topos/488
"Rocher de Leschaux, Tour, par la pointe d'Andey",Bornes - Aravis,46.0455,6.4436,1313,NE,2.1,https://skitour.fr/topos/486
"Crête de la Plane, Versant NE",Devoluy,44.6682,5.9512,972,NE,2.2,https://skitour.fr/topos/484
"Roignais, Couloir Nord-Est",Beaufortain,45.6096,6.7418,1700,NE,4.1,https://skitour.fr/topos/482
"Grand Colon, Face Nord",Belledonne,45.187,5.8994,1300,N,4.1,https://skitour.fr/topos/477
"Le Grand Bargy, Traversée: De la combe de Sotty à l'Encrenaz",Bornes - Aravis,46.0237,6.479,1800,T,4.1,https://skitour.fr/topos/469
"Pointe du Midi, Boucle de Combe Sauvage",Bornes - Aravis,46.0023,6.5043,1134,SE,3.2,https://skitour.fr/topos/468
"Aiguille Pers, face Nord de la Pointe Pers",Alpes Grées S,45.4506,7.01144,1460,N,4.1,https://skitour.fr/topos/463
"Pointe de la Galise, Versant ouest",Alpes Grées N,45.4506,7.01144,1413,W,2.3,https://skitour.fr/topos/462
"Tsanteleina, Versant sud",Alpes Grées N,45.4506,7.01144,1672,S,4.1,https://skitour.fr/topos/461
"Trou de la Mouche, Circuit des 3 combes",Bornes - Aravis,45.9231,6.4836,1500,T,3.3,https://skitour.fr/topos/459
"Mont Charvin, Combe Ouest",Bornes - Aravis,45.8028,6.385,1100,W,4.1,https://skitour.fr/topos/457
"Col des Aiguilles d'Arves, Depuis Bonnenuit",Grandes Rousses - Arves,45.1207,6.41735,1491,E,2.2,https://skitour.fr/topos/455
"L'Etale, pointe Sud, Couloir des Contrebandiers",Bornes - Aravis,45.8649,6.4886,1450,NE,4.1,https://skitour.fr/topos/454
"Gerbier, Versant Ouest - couloir W",Vercors,45.0559,5.568,820,W,4.3,https://skitour.fr/topos/453
"Col de Roche Noire, Versant Est",Belledonne,45.2032,6.04034,1350,E,3.1,https://skitour.fr/topos/452
"Pas de l'Oeille, Couloir des Sultanes",Vercors,45.0189,5.613,970,E,4.1,https://skitour.fr/topos/451
"Tête de la Grisonnière, croupe Sud Ouest",Taillefer - Matheysine,44.916,5.8788,1500,SW,3.3,https://skitour.fr/topos/450
"Rocher de l'Homme, Tour par les cols de Roche Noire et Roche Fendue",Belledonne,45.2032,6.04034,1680,T,3.3,https://skitour.fr/topos/449
"Tête de Moëde, Traversée du Col de Bérard",Haut Giffre - Aiguilles Rouges,45.9509,6.74,1800,E,3.3,https://skitour.fr/topos/448
"Pointe Noire de Pormenaz, Couloir de la Chorde",Haut Giffre - Aiguilles Rouges,45.9509,6.74,1050,W,3.2,https://skitour.fr/topos/445
"Grand Perron des Encombres, Versant Sud-Est",Lauzière - Cheval Noir,45.2513,6.4721,1500,S,3.1,https://skitour.fr/topos/444
"Roche de Seguret, par le pas de Berrièves",Vercors,44.8924,5.548,840,T,3.2,https://skitour.fr/topos/440
"Tête de la Combaz, depuis les Contamines",Beaufortain,45.8139,6.7199,1245,SE,2.3,https://skitour.fr/topos/439
"Croisse Baulet, De Cordon par le Col de l'Avenaz",Bornes - Aravis,45.9035,6.5858,1116,SE,2.3,https://skitour.fr/topos/438
"Pécloz, Face Sud",Bauges,45.6385,6.19243,1330,S,4.1,https://skitour.fr/topos/435
"Grand Serre, face Ouest",Taillefer - Matheysine,45.0037,5.7983,1090,W,3.2,https://skitour.fr/topos/433
"Mont Colombier, Face Ouest",Bauges,45.6375,6.0901,1180,W,3.2,https://skitour.fr/topos/432
"Pointe de Chalune, Face S",Chablais - Faucigny,46.1441,6.5907,860,SE,3.2,https://skitour.fr/topos/430
"Montardo, Versant sud",Couserans - Catalogne Ouest,42.6739,0.87367,1463,T,2.3,https://skitour.fr/topos/427
"Mont Rosset, Sud",Beaufortain,45.5924,6.6708,1039,S,2.1,https://skitour.fr/topos/424
"Bonnet de Chérel, Boucle Sud",Bauges,45.6648,6.1912,1000,T,2.2,https://skitour.fr/topos/422
"Pointe d'Andey, Versant E",Bornes - Aravis,46.0455,6.4436,837,E,1.3,https://skitour.fr/topos/421
"Grand Som, Face E en traversée",Chartreuse,45.4093,5.8308,1060,E,4.2,https://skitour.fr/topos/420
"Aiguille de Varan, couloir du Vellard",Haut Giffre - Aiguilles Rouges,45.9362,6.6844,1454,S,4.1,https://skitour.fr/topos/415
"Rochers du Parquet, en boucle par le Pas des Bachassons",Vercors,44.8596,5.5588,1010,NE,2.2,https://skitour.fr/topos/413
"Pointe d'Areu (Pte des Arbennes), Par Méry",Bornes - Aravis,46.0018,6.5408,1438,W,2.3,https://skitour.fr/topos/412
"Mont de la Coche, Boucle Sud",Bauges,45.6523,6.1857,1190,S,3.2,https://skitour.fr/topos/411
"Crête de Gardiole, versant Ouest",Queyras - Alpes Cozie N,44.8218,6.94309,900,W,2.2,https://skitour.fr/topos/409
"Praroussin, Boucle N -&gt; W",Queyras - Alpes Cozie N,44.7569,6.9926,1000,W,3.1,https://skitour.fr/topos/408
"Tête de Longet, versant Nord-Ouest",Queyras - Alpes Cozie N,44.6997,6.86596,1250,NW,3.1,https://skitour.fr/topos/407
"Pic du Mas de la Grave, par le Gros Têt",Grandes Rousses - Arves,45.0541,6.2846,1750,SW,2.3,https://skitour.fr/topos/403
"Tête de Bostan, Voie Normale, depuis Les Allamands",Haut Giffre - Aiguilles Rouges,46.1125,6.7503,1310,W,2.1,https://skitour.fr/topos/402
"Vieux Chaillol, Versant sud",Ecrins,44.6891,6.1663,1563,S,2.2,https://skitour.fr/topos/399
"L'Homme, Traversée arête SE-&gt; face NE",Ecrins,44.6937,6.3706,1316,NE,3.2,https://skitour.fr/topos/398
"Le Mourre Froid, Versant nord",Ecrins,44.6937,6.3706,1437,N,3.3,https://skitour.fr/topos/397
"Pointe de la Norma, Face NE, couloir médian",Cerces - Thabor - Mont Cenis,45.2014,6.6952,1550,NE,4.3,https://skitour.fr/topos/395
"La Gardiole de l'Alp, versant Ouest",Queyras - Alpes Cozie N,44.7369,6.83959,980,W,2.1,https://skitour.fr/topos/393
"Aiguille de Laisse, versant Nord",Grandes Rousses - Arves,45.2198,6.217,1450,N,2.2,https://skitour.fr/topos/392
"Col de l'Ange, couloir nord",Ecrins,45.0206,6.36941,1826,N,5.4,https://skitour.fr/topos/389
"Mont Pourri, par le Col des Roches",Vanoise,45.573,6.8336,1850,NW,4.1,https://skitour.fr/topos/388
"Sirac, sommet Est, Dent Est - voie Tardivel",Ecrins,44.8354,6.2822,1850,N,5.4,https://skitour.fr/topos/387
"Cimes de la Cochette, Couloir NNW par les Aiguillettes de Vaujany",Grandes Rousses - Arves,45.1683,6.0948,2450,T,4.2,https://skitour.fr/topos/385
"Pointe de Charbonnel, versant Nord",Alpes Grées S,45.329,7.011,2020,N,4.1,https://skitour.fr/topos/384
"Roche Faurio, Par le glacier Blanc",Ecrins,44.9165,6.41724,1850,SE,3.3,https://skitour.fr/topos/382
"Grand Galibier, Par le col de Ponsonnière, versant Savoyard",Cerces - Thabor - Mont Cenis,45.1207,6.41735,1600,T,2.3,https://skitour.fr/topos/380
"Pic Jocelme, versant Sud",Ecrins,44.8354,6.2822,1900,S,3.3,https://skitour.fr/topos/378
"Pic Couttet, Versant SW",Belledonne,45.187,5.8994,1660,T,3.3,https://skitour.fr/topos/377
"Mont Brequin, Traversée W &gt; N depuis Beaune",Vanoise,45.2513,6.4721,2035,T,3.3,https://skitour.fr/topos/376
"Grand Galibier, Clapière en boucle depuis le Rif Blanc",Cerces - Thabor - Mont Cenis,45.043,6.4254,2000,T,4.3,https://skitour.fr/topos/373
"Col des Jumelles Sud, par le Vallon du Fontenil",Ecrins,45.0108,6.466,1360,E,2.3,https://skitour.fr/topos/371
"Cols de La Pyramide, couloirs Nord",Ecrins,44.9874,6.4816,1660,N,5.1,https://skitour.fr/topos/370
"Grand Colon, Couloir Central Ouest",Belledonne,45.187,5.8994,1260,W,4.3,https://skitour.fr/topos/369
"Olan, Couloir Occidental",Ecrins,44.8687,6.09229,1840,N,5.4,https://skitour.fr/topos/368
"Col Jean-Martin, par le vallon de la Muzelle",Ecrins,44.9827,6.1202,2300,N,3.2,https://skitour.fr/topos/367
"Col de Burlan, Couloir Nord",Ecrins,44.9631,6.17812,1570,N,5.2,https://skitour.fr/topos/366
"Grand Paradis, Voie normale",Grand Paradis,45.5247,7.2004,2100,W,2.3,https://skitour.fr/topos/365
"Selle du Puy Gris, Traversée Tépey &gt; Roches",Belledonne,45.2831,6.21008,1600,S,2.2,https://skitour.fr/topos/364
"Albaron, Evettes à vincendières",Alpes Grées S,45.3738,7.0528,1900,NE,3.1,https://skitour.fr/topos/363
"Grande Ruine, par le Col de la Casse Déserte",Ecrins,44.9326,6.29254,2100,T,3.3,https://skitour.fr/topos/362
"Pic Central du Vaccivier, Couloir Oriental",Ecrins,44.9326,6.29254,1600,N,5.3,https://skitour.fr/topos/360
"Ambrevetta, Combe de Tardevant",Bornes - Aravis,45.9231,6.4836,1050,NW,2.2,https://skitour.fr/topos/358
"Pointe de l'Etendard, par le vallon du Fontenil",Ecrins,45.0108,6.466,1360,NE,3.3,https://skitour.fr/topos/357
"Le Grand Aréa, couloir ESE",Cerces - Thabor - Mont Cenis,44.94,6.5887,1371,SE,3.3,https://skitour.fr/topos/356
"Le Fort, Versant Nord",Belledonne,45.4308,6.18167,1600,NW,3.1,https://skitour.fr/topos/355
"Col de l'Encrenaz, par le col des Montets",Haut Giffre - Aiguilles Rouges,46.0039,6.9235,1119,E,3.2,https://skitour.fr/topos/354
"Pointe des Sagnes Longues, par le Vallon de Clausis",Queyras - Alpes Cozie N,44.7189,6.90379,1010,NW,2.3,https://skitour.fr/topos/351
"Le Piolit, face Nord en boucle",Ecrins,44.6227,6.2279,1070,N,4.1,https://skitour.fr/topos/350
"Aiguille du Goléon, par le glacier Lombard",Grandes Rousses - Arves,45.0583,6.3162,1645,T,3.3,https://skitour.fr/topos/349
"Pointe de Vaudaine, Depuis Casserousse",Belledonne,45.14,5.88837,1230,W,3.3,https://skitour.fr/topos/347
"Brèche de la Meije, par les étançons",Ecrins,44.9326,6.29254,1644,S,2.2,https://skitour.fr/topos/346
"Grand Miceau, Couloir Nord",Belledonne,45.3863,6.2342,1250,N,5.1,https://skitour.fr/topos/344
"Col de la Croix, par la Combe Madame",Belledonne,45.2825,6.07454,1479,NW,2.3,https://skitour.fr/topos/342
"Grand Mont d'Arêches, Combe Nord",Beaufortain,45.6628,6.5512,1348,N,2.3,https://skitour.fr/topos/341
"Aiguille d'Olle, par la brêche de l'Argentière",Belledonne,45.2825,6.07454,1790,W,3.3,https://skitour.fr/topos/340
"Clochers des Pères, Face Nord, couloir en S",Belledonne,45.3718,6.25654,1200,N,4.3,https://skitour.fr/topos/339
"Col de la Mine de Fer, de Prabert",Belledonne,45.2327,5.98874,1320,N,2.2,https://skitour.fr/topos/338
"Pointe d'Areu (Pte des Arbennes), par Mayeres et Doran",Bornes - Aravis,45.9578,6.61,1550,S,3.1,https://skitour.fr/topos/334
"Pointe du Reou d'Arsine, traversée",Ecrins,44.9874,6.4816,1250,T,4.2,https://skitour.fr/topos/331
"Dôme de Chasseforêt, Boucle SE",Vanoise,45.2983,6.8163,2200,E,3.1,https://skitour.fr/topos/330
"Trou de la Mouche, Traversée Paccaly -&gt; Grand Crêt",Bornes - Aravis,45.9231,6.4836,1060,NW,3.1,https://skitour.fr/topos/329
"Col des Prés les Fonts, Couloir Davin",Ecrins,44.9874,6.4816,1730,N,4.3,https://skitour.fr/topos/327
"Passage Brabant, Versant E",Belledonne,45.2831,6.21008,1514,E,3.1,https://skitour.fr/topos/326
"Col de la Charrat, par le lac du Goléon",Grandes Rousses - Arves,45.0583,6.3162,1115,W,3.1,https://skitour.fr/topos/325
"Grand Galibier, Couloir de la Clapière",Cerces - Thabor - Mont Cenis,45.1207,6.41735,1500,N,4.3,https://skitour.fr/topos/324
"Col de Petit Jean, Par le vallon des Aiguilles",Grandes Rousses - Arves,45.1207,6.41735,1400,S,2.2,https://skitour.fr/topos/323
"Roche Noire, En boucle depuis Valmeinier",Cerces - Thabor - Mont Cenis,45.1617,6.49455,1320,N,3.2,https://skitour.fr/topos/322
"Pointe des Cerces, versant N depuis Bonnenuit",Cerces - Thabor - Mont Cenis,45.1207,6.41735,1400,N,3.3,https://skitour.fr/topos/321
"La Grande Chible, par Valloire",Grandes Rousses - Arves,45.1686,6.4203,1370,E,3.3,https://skitour.fr/topos/319
"Rochers Motas, SE",Grandes Rousses - Arves,45.1683,6.0948,1075,SE,2.3,https://skitour.fr/topos/318
"Col de la Petite Vaudaine, Par la brêche Robert Nord",Belledonne,45.14,5.88837,1300,T,2.3,https://skitour.fr/topos/315
"Petit Som, De la Ruchère",Chartreuse,45.3999,5.79938,652,N,2.1,https://skitour.fr/topos/314
"Croix du Sergent Pinelli, Couloir Nord",Taillefer - Matheysine,45.0323,5.8576,1400,T,4.1,https://skitour.fr/topos/310
"Les Quatre Têtes, Normale",Bornes - Aravis,45.9578,6.61,1400,NE,2.2,https://skitour.fr/topos/309
"Grande Lauzière, combe W depuis Freydières",Belledonne,45.187,5.8994,1750,W,3.1,https://skitour.fr/topos/308
"Basse du Gerbier, par Pré Valloire et l'Olletaz",Grandes Rousses - Arves,45.1854,6.316,1000,T,2.2,https://skitour.fr/topos/307
"Pic de l'Agrenier, face SE",Queyras - Alpes Cozie N,44.7806,6.8698,1300,S,3.3,https://skitour.fr/topos/304
"Râteau d'Aussois, par le plan d'Amont",Vanoise,45.2332,6.7421,1600,E,2.3,https://skitour.fr/topos/299
"Le Grand Veymont, Versant N depuis Gresse en Vercors",Vercors,44.8924,5.548,1110,E,3.3,https://skitour.fr/topos/295
"Pic du Rognolet, versant Sud, combe de Bridan",Lauzière - Cheval Noir,45.4712,6.4127,1300,E,2.3,https://skitour.fr/topos/292
"Pic de la Belle Etoile, couloir Sud, de Prabert",Belledonne,45.2327,5.98874,1700,S,3.3,https://skitour.fr/topos/286
"Col du Pertuis, Couloir Ouest en boucle par le Morétan",Belledonne,45.3358,6.11992,1650,T,4.1,https://skitour.fr/topos/284
"Grand Paradis, Traversée Gl. de Laveciau -&gt; Gl. du Grand Paradis",Grand Paradis,45.5447,7.2123,2230,T,2.3,https://skitour.fr/topos/280
"Col du Bonhomme, normale",Mont Blanc,45.796,6.71743,1129,N,1.3,https://skitour.fr/topos/279
"Pic des Heuvieres, Couloir des Rouites",Queyras - Alpes Cozie N,44.6237,6.80815,800,N,5.2,https://skitour.fr/topos/277
"Col de Mouchillon, Traversée Sud &gt; Nord",Belledonne,45.2825,6.07454,1370,N,2.2,https://skitour.fr/topos/273
"Dôme de Polset, versant N depuis Méribel",Vanoise,45.3682,6.5846,1800,N,2.2,https://skitour.fr/topos/271
